availability,category,num_reviews,price_excl_tax,price_incl_tax,product_type,star_rating,tax,title,url
14,Historical Fiction,0,45.84,45.84,Books,3,0.0,Glory over Everything: Beyond The Kitchen House,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html
14,Religion,0,30.03,30.03,Books,5,0.0,God: The Most Unpleasant Character in All Fiction,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
14,Default,0,10.23,10.23,Books,5,0.0,Greek Mythic History,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
14,Nonfiction,0,58.79,58.79,Books,3,0.0,Hamilton: The Revolution,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
14,Default,0,51.48,51.48,Books,3,0.0,Angels & Demons (Robert Langdon #1),https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
14,Add a comment,0,34.2,34.2,Books,2,0.0,Angels Walking (Angels Walking #1),https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
14,Young Adult,0,58.14,58.14,Books,4,0.0,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
14,Sequential Art,0,48.8,48.8,Books,3,0.0,Art Ops Vol. 1,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html
14,Fiction,0,17.03,17.03,Books,3,0.0,Balloon Animals,https://books.toscrape.com/catalogue/balloon-animals_665/index.html
14,Food and Drink,0,50.62,50.62,Books,5,0.0,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
14,Food and Drink,0,28.01,28.01,Books,1,0.0,Barefoot Contessa Back to Basics,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
14,Sequential Art,0,32.01,32.01,Books,2,0.0,Batman: Europa,https://books.toscrape.com/catalogue/batman-europa_668/index.html
14,Nonfiction,0,49.32,49.32,Books,5,0.0,Brain on Fire: My Month of Madness,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
14,Nonfiction,0,37.8,37.8,Books,4,0.0,Buying In: The Secret Dialogue Between What We Buy and Who We Are,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
14,Default,0,46.23,46.23,Books,2,0.0,Carrie,https://books.toscrape.com/catalogue/carrie_671/index.html
14,Default,0,31.85,31.85,Books,3,0.0,"Carry On, Warrior: Thoughts on Life Unarmed",https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
14,Young Adult,0,50.83,50.83,Books,3,0.0,Catching Jordan (Hundred Oaks),https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
14,Add a comment,0,20.29,20.29,Books,4,0.0,Cell,https://books.toscrape.com/catalogue/cell_674/index.html
14,Default,0,43.28,43.28,Books,1,0.0,City of Bones (The Mortal Instruments #1),https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
14,Default,0,47.27,47.27,Books,1,0.0,City of Ashes (The Mortal Instruments #2),https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
14,Default,0,11.23,11.23,Books,4,0.0,City of Fallen Angels (The Mortal Instruments #4),https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
14,Fantasy,0,56.02,56.02,Books,4,0.0,City of Glass (The Mortal Instruments #3),https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
14,Default,0,44.14,44.14,Books,1,0.0,Clockwork Angel (The Infernal Devices #1),https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
12,Fiction,0,46.29,46.29,Books,5,0.0,The Silent Sister (Riley MacPherson #1),https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html
12,Fantasy,0,32.3,32.3,Books,5,0.0,The Star-Touched Queen,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
12,Science,0,37.55,37.55,Books,1,0.0,Tipping Point for Planet Earth: How Close Are We to the Edge?,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
13,Nonfiction,0,27.06,27.06,Books,1,0.0,13 Hours: The Inside Account of What Really Happened In Benghazi,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
12,Womens Fiction,0,13.86,13.86,Books,3,0.0,Will You Won't You Want Me?,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html
13,Food and Drink,0,11.53,11.53,Books,2,0.0,My Kitchen Year: 136 Recipes That Saved My Life,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
13,Add a comment,0,37.86,37.86,Books,4,0.0,Rook,https://books.toscrape.com/catalogue/rook_647/index.html
13,Fantasy,0,38.73,38.73,Books,1,0.0,Searching for Meaning in Gailana,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
13,Default,0,13.33,13.33,Books,3,0.0,"The Three Searches, Meaning, and the Story",https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
14,History,0,21.8,21.8,Books,3,0.0,1491: New Revelations of the Americas Before Columbus,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
14,Add a comment,0,55.51,55.51,Books,1,0.0,A Brush of Wings (Angels Walking #3),https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
14,History,0,14.58,14.58,Books,3,0.0,A Distant Mirror: The Calamitous 14th Century,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
14,Fiction,0,39.72,39.72,Books,1,0.0,A Man Called Ove,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html
14,Add a comment,0,40.79,40.79,Books,2,0.0,A People's History of the United States,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
14,Add a comment,0,56.48,56.48,Books,2,0.0,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
14,Mystery,0,16.73,16.73,Books,2,0.0,A Study in Scarlet (Sherlock Holmes #1),https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html
14,Sequential Art,0,10.9,10.9,Books,2,0.0,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html
14,Mystery,0,48.35,48.35,Books,5,0.0,A Time of Torment (Charlie Parker #14),https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html
14,Nonfiction,0,56.37,56.37,Books,5,0.0,Abstract City,https://books.toscrape.com/catalogue/abstract-city_658/index.html
14,Historical,0,29.87,29.87,Books,5,0.0,All the Light We Cannot See,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
12,Default,0,58.32,58.32,Books,5,0.0,How to Speak Golf: An Illustrated Guide to Links Lingo,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
14,Add a comment,0,22.13,22.13,Books,4,0.0,Code Name Verity (Code Name Verity #1),https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
12,Mystery,0,35.28,35.28,Books,3,0.0,Most Wanted,https://books.toscrape.com/catalogue/most-wanted_623/index.html
12,Historical Fiction,0,20.55,20.55,Books,2,0.0,"Love, Lies and Spies",https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html
12,Mystery,0,54.36,54.36,Books,4,0.0,Murder at the 42nd Street Library (Raymond Ambler #1),https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html
12,Young Adult,0,54.65,54.65,Books,4,0.0,No Love Allowed (Dodge Cove #1),https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html
12,Add a comment,0,15.71,15.71,Books,4,0.0,One with You (Crossfire #5),https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
12,Mystery,0,26.8,26.8,Books,3,0.0,Poisonous (Max Revere Novels #3),https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html
12,Horror,0,36.97,36.97,Books,5,0.0,Psycho: Sanitarium (Psycho #1.5),https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html
12,Business,0,43.14,43.14,Books,1,0.0,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
12,Default,0,49.67,49.67,Books,4,0.0,Raspberry Pi Electronics Projects for the Evil Genius,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
12,Nonfiction,0,21.21,21.21,Books,3,0.0,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
12,Add a comment,0,11.88,11.88,Books,3,0.0,The Children,https://books.toscrape.com/catalogue/the-children_633/index.html
12,Young Adult,0,48.05,48.05,Books,2,0.0,Stars Above (The Lunar Chronicles #4.5),https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
12,Nonfiction,0,59.9,59.9,Books,3,0.0,The Diary of a Young Girl,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
12,Fiction,0,56.54,56.54,Books,2,0.0,The Dinner Party,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
12,Young Adult,0,14.44,14.44,Books,5,0.0,The Epidemic (The Program 0.6),https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
12,Psychology,0,39.43,39.43,Books,1,0.0,The Golden Condom: And Other Essays on Love Lost and Found,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
12,Add a comment,0,59.15,59.15,Books,4,0.0,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
12,Add a comment,0,26.2,26.2,Books,1,0.0,The Midnight Watch: A Novel of the Titanic and the Californian,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
12,Nonfiction,0,33.26,33.26,Books,2,0.0,The Lonely City: Adventures in the Art of Being Alone,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
14,Fiction,0,41.56,41.56,Books,1,0.0,My Name Is Lucy Barton,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html
14,Romance,0,28.82,28.82,Books,1,0.0,Hold Your Breath (Search and Rescue #1),https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
14,Default,0,16.88,16.88,Books,3,0.0,The Power of Habit: Why We Do What We Do in Life and Business,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
15,Christian Fiction,0,49.46,49.46,Books,4,0.0,Close to You,https://books.toscrape.com/catalogue/close-to-you_798/index.html
11,Mystery,0,13.71,13.71,Books,3,0.0,Playing with Fire,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html
11,Science Fiction,0,48.74,48.74,Books,1,0.0,Sleeping Giants (Themis Files #1),https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html
11,Romance,0,47.67,47.67,Books,3,0.0,Off the Hook (Fishing for Trouble #1),https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html
11,Biography,0,21.15,21.15,Books,2,0.0,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html
11,Romance,0,53.98,53.98,Books,3,0.0,Take Me Home Tonight (Rock Star Romance #3),https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html
11,Business,0,21.0,21.0,Books,3,0.0,The Art of Startup Fundraising,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
11,Fiction,0,59.45,59.45,Books,1,0.0,The Improbability of Love,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html
11,Nonfiction,0,11.68,11.68,Books,4,0.0,"The Sleep Revolution: Transforming Your Life, One Night at a Time",https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html
11,Mystery,0,27.26,27.26,Books,2,0.0,The Widow,https://books.toscrape.com/catalogue/the-widow_609/index.html
11,Default,0,48.39,48.39,Books,2,0.0,Troublemaker: Surviving Hollywood and Scientology,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html
12,Food and Drink,0,38.77,38.77,Books,1,0.0,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
12,Historical Fiction,0,39.01,39.01,Books,4,0.0,A Paris Apartment,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html
12,Horror,0,48.64,48.64,Books,1,0.0,Can You Keep a Secret? (Fear Street Relaunch #4),https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html
12,Mystery,0,59.48,59.48,Books,3,0.0,Boar Island (Anna Pigeon #19),https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html
12,Romance,0,40.83,40.83,Books,4,0.0,Dirty (Dive Bar #1),https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html
12,Default,0,56.51,56.51,Books,5,0.0,Eleanor & Park,https://books.toscrape.com/catalogue/eleanor-park_616/index.html
12,Politics,0,56.86,56.86,Books,1,0.0,Equal Is Unfair: America's Misguided Fight Against Income Inequality,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html
12,Food and Drink,0,20.1,20.1,Books,5,0.0,Everyday Italian: 125 Simple and Delicious Recipes,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html
15,Nonfiction,0,19.43,19.43,Books,3,0.0,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html
12,Nonfiction,0,41.46,41.46,Books,4,0.0,Furiously Happy: A Funny Book About Horrible Things,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
12,Mystery,0,11.84,11.84,Books,1,0.0,Hide Away (Eve Duncan #20),https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html
15,Erotica,0,19.19,19.19,Books,5,0.0,Dark Notes,https://books.toscrape.com/catalogue/dark-notes_800/index.html
10,Health,0,49.71,49.71,Books,5,0.0,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html
10,Nonfiction,0,24.57,24.57,Books,2,0.0,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html
11,Fiction,0,48.48,48.48,Books,3,0.0,11/22/63,https://books.toscrape.com/catalogue/112263_583/index.html
11,Romance,0,14.75,14.75,Books,5,0.0,A Gentleman's Position (Society of Gentlemen #3),https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html
11,Nonfiction,0,19.53,19.53,Books,3,0.0,A Mother's Reckoning: Living in the Aftermath of Tragedy,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html
11,Default,0,20.88,20.88,Books,5,0.0,Adultery,https://books.toscrape.com/catalogue/adultery_586/index.html
11,Science Fiction,0,21.36,21.36,Books,4,0.0,Arena,https://books.toscrape.com/catalogue/arena_587/index.html
11,Business,0,21.59,21.59,Books,5,0.0,Born for This: How to Find the Work You Were Meant to Do,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
11,Food and Drink,0,20.5,20.5,Books,3,0.0,Cravings: Recipes for What You Want to Eat,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html
11,Fiction,0,16.34,16.34,Books,3,0.0,Daredevils,https://books.toscrape.com/catalogue/daredevils_590/index.html
11,Young Adult,0,51.34,51.34,Books,4,0.0,"Exit, Pursued by a Bear",https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html
11,Womens Fiction,0,48.49,48.49,Books,4,0.0,Grey (Fifty Shades #4),https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html
11,Psychology,0,56.27,56.27,Books,3,0.0,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
11,Womens Fiction,0,20.46,20.46,Books,4,0.0,Keep Me Posted,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html
11,Autobiography,0,40.85,40.85,Books,1,0.0,Lab Girl,https://books.toscrape.com/catalogue/lab-girl_595/index.html
11,Fiction,0,45.14,45.14,Books,1,0.0,Lies and Other Acts of Love,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html
11,Historical Fiction,0,17.28,17.28,Books,2,0.0,Lilac Girls,https://books.toscrape.com/catalogue/lilac-girls_597/index.html
9,Young Adult,0,33.23,33.23,Books,1,0.0,Don't Forget Steven,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html
9,Humor,0,43.68,43.68,Books,3,0.0,Dress Your Family in Corduroy and Denim,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html
9,Sequential Art,0,33.95,33.95,Books,4,0.0,"Fruits Basket, Vol. 9 (Fruits Basket #9)",https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html
9,Spirituality,0,20.91,20.91,Books,1,0.0,If I Gave You God's Phone Number....: Searching for Spirituality in America,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
9,Default,0,47.44,47.44,Books,2,0.0,Modern Day Fables,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html
9,Childrens,0,25.08,25.08,Books,1,0.0,Nap-a-Roo,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html
9,Default,0,10.41,10.41,Books,4,0.0,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html
9,Novels,0,54.81,54.81,Books,5,0.0,Suzie Snowflake: One beautiful flake (a self-esteem story),https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html
9,Young Adult,0,54.4,54.4,Books,1,0.0,The Alien Club,https://books.toscrape.com/catalogue/the-alien-club_569/index.html
9,Health,0,52.98,52.98,Books,5,0.0,The Art and Science of Low Carbohydrate Living,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
9,Religion,0,24.57,24.57,Books,3,0.0,The Book of Mormon,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html
9,Science,0,55.91,55.91,Books,1,0.0,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html
9,Default,0,16.68,16.68,Books,2,0.0,The Flowers Lied,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html
9,Food and Drink,0,12.34,12.34,Books,4,0.0,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
9,Default,0,44.05,44.05,Books,5,0.0,The New Brand You: Your New Image Makes the Sale for You,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html
9,Fiction,0,28.03,28.03,Books,1,0.0,The Shack,https://books.toscrape.com/catalogue/the-shack_576/index.html
9,Default,0,11.82,11.82,Books,2,0.0,Underlying Notes,https://books.toscrape.com/catalogue/underlying-notes_577/index.html
9,Default,0,58.87,58.87,Books,4,0.0,Unlimited Intuition Now,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html
9,Add a comment,0,58.05,58.05,Books,4,0.0,Watchmen,https://books.toscrape.com/catalogue/watchmen_579/index.html
11,Autobiography,0,27.18,27.18,Books,1,0.0,M Train,https://books.toscrape.com/catalogue/m-train_598/index.html
9,Add a comment,0,48.27,48.27,Books,5,0.0,Without Shame,https://books.toscrape.com/catalogue/without-shame_580/index.html
11,Fiction,0,13.34,13.34,Books,2,0.0,Mothering Sunday,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html
11,Nonfiction,0,16.89,16.89,Books,5,0.0,"Mother, Can You Not?",https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html
15,Sequential Art,0,33.14,33.14,Books,1,0.0,The Shadow Hero (The Shadow Hero),https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html
8,Christian Fiction,0,39.67,39.67,Books,5,0.0,Shadows of the Past (Logan Point #1),https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
8,Suspense,0,58.33,58.33,Books,3,0.0,Silence in the Dark (Logan Point #4),https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html
8,Nonfiction,0,38.89,38.89,Books,5,0.0,Smarter Faster Better: The Secrets of Being Productive in Life and Business,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html
8,Young Adult,0,28.93,28.93,Books,1,0.0,South of Sunshine,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html
8,Business,0,36.91,36.91,Books,1,0.0,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
8,Short Stories,0,35.88,35.88,Books,1,0.0,The Grownup,https://books.toscrape.com/catalogue/the-grownup_546/index.html
8,Fiction,0,51.15,51.15,Books,1,0.0,The High Mountains of Portugal,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html
8,Default,0,41.39,41.39,Books,2,0.0,The Martian (The Martian #1),https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html
8,Nonfiction,0,28.45,28.45,Books,4,0.0,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html
8,Art,0,43.02,43.02,Books,3,0.0,The New Drawing on the Right Side of the Brain,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
8,Default,0,43.62,43.62,Books,5,0.0,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html
8,Nonfiction,0,39.36,39.36,Books,2,0.0,When Breath Becomes Air,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html
8,Travel,0,36.94,36.94,Books,2,0.0,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html
8,Nonfiction,0,34.06,34.06,Books,3,0.0,"Zero to One: Notes on Startups, or How to Build the Future",https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html
8,Nonfiction,0,17.76,17.76,Books,1,0.0,Why Not Me?,https://books.toscrape.com/catalogue/why-not-me_554/index.html
9,Add a comment,0,35.79,35.79,Books,2,0.0,23 Degrees South: A Tropical Tale of Changing Whether...,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html
9,Add a comment,0,50.49,50.49,Books,3,0.0,A Hero's Curse (The Unseen Chronicles #1),https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html
9,Fantasy,0,56.63,56.63,Books,3,0.0,A Shard of Ice (The Black Symphony Saga #1),https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html
8,Art,0,10.29,10.29,Books,4,0.0,History of Beauty,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html
8,Poetry,0,40.45,40.45,Books,2,0.0,Howl and Other Poems,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
8,Fiction,0,21.96,21.96,Books,4,0.0,Hystopia: A Novel,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
8,Nonfiction,0,44.21,44.21,Books,1,0.0,I Will Find You,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html
8,Default,0,56.48,56.48,Books,1,0.0,I'll Give You the Sun,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
8,Default,0,20.22,20.22,Books,4,0.0,John Vassos: Industrial Design for Modern Life,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
8,Philosophy,0,47.13,47.13,Books,1,0.0,Kierkegaard: A Christian Missionary to Christians,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html
8,Music,0,45.05,45.05,Books,5,0.0,Kill 'Em and Leave: Searching for James Brown and the American Soul,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
8,Default,0,40.72,40.72,Books,2,0.0,Left Behind (Left Behind #1),https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html
8,Poetry,0,29.04,29.04,Books,5,0.0,Les Fleurs du Mal,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html
8,Nonfiction,0,12.55,12.55,Books,3,0.0,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html
8,Nonfiction,0,29.48,29.48,Books,3,0.0,Man's Search for Meaning,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html
8,Nonfiction,0,25.06,25.06,Books,2,0.0,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html
8,Fiction,0,58.54,58.54,Books,2,0.0,Miller's Valley,https://books.toscrape.com/catalogue/millers-valley_534/index.html
